Date,Close,High,Low,Open,Volume,ln_close,sentiment,sent_missing,simple_return,log_return,volatility,high_vol,return_ma3,rsi,bb_width,vol_roll5,log_return_l1,sentiment_l1,close_l1,log_return_l2,sentiment_l2,close_l2,log_return_l3,sentiment_l3,close_l3,log_return_l5,sentiment_l5,close_l5,log_return_l10,sentiment_l10,close_l10,log_return_l252,sentiment_l252,close_l252,return_accel,dow,dow_sin,dow_cos,month_sin,month_cos,sent_ma3,sent_ma7,sent_x_vol
2022-01-04,29.23664665222168,30.41250032098128,28.297360780125985,30.221848259188473,527154000,3.3754229447283635,0.0749154239892959,0,-0.027588805247424464,-0.0279765241089307,,0,-0.0279765241089307,,,,,0.0,30.06613540649414,,,,,,,,,,,,,,,,,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.03745771199464795,0.03745771199464795,
2022-01-05,27.5537166595459,29.362416195459534,27.482846846044094,28.89626592286061,498064000,3.316137432472559,0.0749154239892959,0,-0.057562346759350236,-0.05928551225580447,0.022138797830743684,0,-0.08726203636473517,,,0.022138797830743684,-0.0279765241089307,0.0749154239892959,29.23664665222168,,0.0,30.06613540649414,,,,,,,,,,,,,-0.03130898814687377,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.049943615992863934,0.049943615992863934,0.0016585374261034675
2022-01-06,28.126672744750977,28.38619937836592,27.015701130720288,27.589652615169747,454186000,3.3367183341249183,0.0749154239892959,0,0.020794148836054793,0.020580901652359262,0.04024243284124855,1,-0.06668113471237591,,,0.04024243284124855,-0.05928551225580447,0.0749154239892959,27.5537166595459,-0.0279765241089307,0.0749154239892959,29.23664665222168,,0.0,30.06613540649414,,,,,,,,,,0.07986641390816374,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.05618656799197193,0.003014778918662901
2022-01-07,27.197370529174805,28.37023146068801,27.007716072731807,28.089743152747793,409939000,3.303120296907425,0.0749154239892959,0,-0.033039891494083595,-0.033598037217493104,0.03334607124089134,1,-0.07230264782093831,,,0.03334607124089134,0.020580901652359262,0.0749154239892959,28.126672744750977,-0.05928551225580447,0.0749154239892959,27.5537166595459,-0.0279765241089307,0.0749154239892959,29.23664665222168,,,,,,,,,,-0.05417893886985237,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.05993233919143672,0.0024981350653886414
2022-01-10,27.3500919342041,27.418966497963304,25.597289879667642,26.53258345671372,594681000,3.3087198902592,0.0749154239892959,0,0.005615300378596144,0.005599593351774956,0.03197018301520576,1,-0.007417542213358885,,,0.03197018301520576,-0.033598037217493104,0.0749154239892959,27.197370529174805,0.020580901652359262,0.0749154239892959,28.126672744750977,-0.05928551225580447,0.0749154239892959,27.5537166595459,,0.0,30.06613540649414,,,,,,,0.03919763056926806,0,0.0,1.0,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.06242951999107992,0.002395059815599526
2022-01-11,27.766332626342773,28.013882007516063,26.79011525228301,27.27323293224692,404089000,3.3238242301685577,0.0749154239892959,0,0.015218986946735624,0.015104339909357556,0.03179303774082553,1,-0.012894103956360592,,,0.034620025426344896,0.005599593351774956,0.0749154239892959,27.3500919342041,-0.033598037217493104,0.0749154239892959,27.197370529174805,0.020580901652359262,0.0749154239892959,28.126672744750977,-0.0279765241089307,0.0749154239892959,29.23664665222168,,,,,,,0.0095047465575826,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.06421322056225363,0.002381788902261631
2022-01-12,27.948001861572266,28.542915045615825,27.557713300921407,28.015876891332525,383413000,3.330345707298627,0.0749154239892959,0,0.006542788263551147,0.006521477130069453,0.029970758629107093,1,0.027225410391201965,,,0.021295849341750803,0.015104339909357556,0.0749154239892959,27.766332626342773,0.005599593351774956,0.0749154239892959,27.3500919342041,-0.033598037217493104,0.0749154239892959,27.197370529174805,-0.05928551225580447,0.0749154239892959,27.5537166595459,,,,,,,-0.008582862779288103,2,0.9749279121818236,-0.22252093395631434,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.0749154239892959,0.002245272089980407
2022-01-13,26.526594161987305,28.428122969014137,26.449732849381693,28.327307108956052,540171000,3.2781477830517667,0.0749154239892959,0,-0.05085900976482183,-0.05219792424686043,0.033521245720246645,1,-0.03057210720743342,,,0.029450703318032883,0.006521477130069453,0.0749154239892959,27.948001861572266,0.015104339909357556,0.0749154239892959,27.766332626342773,0.005599593351774956,0.0749154239892959,27.3500919342041,0.020580901652359262,0.0749154239892959,28.126672744750977,,,,,,,-0.05871940137692988,3,0.43388373911755823,-0.900968867902419,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.0749154239892959,0.0025112583357816483
2022-01-14,26.89292335510254,27.147459927146087,26.16225637616331,26.252092589369937,395832000,3.291863179697185,0.0749154239892959,0,0.013809884181821719,0.01371539664541821,0.02793738881436139,0,-0.031961050471372765,,,0.02823746207171328,-0.05219792424686043,0.0749154239892959,26.526594161987305,0.006521477130069453,0.0749154239892959,27.948001861572266,0.015104339909357556,0.0749154239892959,27.766332626342773,-0.033598037217493104,0.0749154239892959,27.197370529174805,,,,,,,0.06591332089227864,4,-0.433883739117558,-0.9009688679024191,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.0749154239892959,0.0020929413281816963
2022-01-18,25.855817794799805,26.589479608098458,25.72306063189079,26.212167872798418,424270000,3.252535635392437,0.0749154239892959,0,-0.03856425523579077,-0.03932754430474805,0.028512733712353223,0,-0.07781007190619027,,,0.03201065365988641,0.01371539664541821,0.0749154239892959,26.89292335510254,-0.05219792424686043,0.0749154239892959,26.526594161987305,0.006521477130069453,0.0749154239892959,27.948001861572266,0.005599593351774956,0.0749154239892959,27.3500919342041,,0.0,30.06613540649414,,,,-0.05304294095016626,1,0.7818314824680298,0.6234898018587336,0.49999999999999994,0.8660254037844387,0.0749154239892959,0.0749154239892959,0.0021360435351548326
