,High,Low,Open,Volume,ln_close,sentiment,sentiment_missing,close_diff,simple_return,volatility,rsi14,bb_width,vol_roll5,log_return_l1,sentiment_l1,log_return_l3,sentiment_l3,close_l3,log_return_l5,sentiment_l5,close_l5,log_return_l10,sentiment_l10,close_l10,log_return_l252,sentiment_l252,close_l252,dow,month_sin,month_cos
close_l5,0.9922573701910231,0.9911576789003279,0.9919911617127762,-0.4635024507394578,0.9609987225722479,0.22219905291284342,-0.284422174994166,-0.01911571898400081,-0.08222535980035306,0.07340369310142854,-0.20552239034524353,-0.056210155033936116,0.0609343202707247,-0.08596642820508815,0.22281149316361054,-0.08088575581843381,0.21607052778009783,0.9963202214444773,-0.034991102393128394,0.21207755654122143,1.0,-0.024776795950022405,0.20544380085360206,0.9908876297281332,0.06697243703305715,0.6377677794391389,0.8686740426498416,-0.0197319660818033,-0.3532569285307037,0.00032458701878431974
log_return_l10,-0.021726284621813342,-0.02098928569596596,-0.019731154783156575,0.008354539115712415,-0.022788323126918506,-0.11020142716094161,0.010613972510409844,-0.0631654596756549,-0.07639654733422344,-0.01247512875083782,0.17168217895307855,0.16987546474468262,-0.0008587833830689863,0.048938556428709507,-0.0886939906420778,0.016475587927110187,-0.09533451806599608,-0.02286699258564183,0.0017029025315871919,-0.06378249989444444,-0.024776795950022405,1.0,-0.019280442845315646,-0.01891007562516605,-0.017229889522021855,-0.0488418964766014,-0.03148446678767149,0.0014686755118982655,0.0763201331618982,-0.02144661155947429
sentiment_l10,0.19805586968669,0.20371241656054576,0.20238966416856122,-0.2621699694568392,0.200767825374101,0.5463041830839732,-0.10454268202358939,-0.04403907154461763,-0.052742162408205624,-0.2618306541495997,-0.21001502311029144,-0.2447344457938894,-0.2312728444608337,-0.006907376042209569,0.5781454347431808,-0.014825307889708811,0.6141948857654871,0.2019627315045211,-0.03544883459158971,0.678947032782543,0.20544380085360206,-0.019280442845315646,1.0,0.20745312915256317,0.01586639092721779,0.36345069488444853,0.06264347197545551,0.021833816852962647,-0.2859559896119234,0.5733176610427851
close_l10,0.9843389779455849,0.982628963834175,0.9836879840968927,-0.4757534722597532,0.9530058127403482,0.24152849420216846,-0.28094634363215387,-0.021316099702675978,-0.08473401866782765,0.08806888964418227,-0.25745164246394364,-0.09452019799238863,0.0733382197829877,-0.08553049164162746,0.23492072888233623,-0.07893304462683981,0.2216516470765876,0.9878026816975535,-0.08580657767060484,0.21460328793220396,0.9908876297281332,-0.01891007562516605,0.20745312915256317,1.0,0.06387975294812345,0.6401461296562962,0.8699196903569358,-0.01876153048111653,-0.36523822841189335,0.009722536731189915
log_return_l252,0.08336642900889317,0.08416091128371046,0.08339121093932514,0.02327107610840928,0.09900587755406717,0.016421325217325564,-0.035615923734867945,-0.0038152088228962846,-0.04471990951418954,0.03068138116163107,0.10270503216231316,0.04794856281426032,0.022022864625391176,0.028060554460072884,-0.009747349208605574,0.06861996841134538,0.012033812081919388,0.07358471175374805,0.007877293099951457,0.0378561465286413,0.06697243703305715,-0.017229889522021855,0.01586639092721779,0.06387975294812345,1.0,0.002527712847433021,0.061235059685552214,-0.019867140214391055,0.037336127435643296,0.012603953189591403
sentiment_l252,0.6396318358927447,0.6478356986453674,0.6430556841873941,-0.483167072104785,0.5413149878292017,0.4359441988518012,-0.2605794726495359,0.0041110922596117065,-0.03441743883331187,-0.130775265473688,-0.15659636340152122,-0.19138265355418935,-0.1269542040303556,-0.01914114562037745,0.4281580614685771,-0.006143220108876035,0.41255822542813053,0.6409849763417429,-0.018930476304740956,0.3969196046290238,0.6377677794391389,-0.0488418964766014,0.36345069488444853,0.6401461296562962,0.002527712847433021,1.0,0.6333561236731436,-0.010291684814847372,-0.3301121415015053,0.39455684869835295
close_l252,0.8659788172388233,0.862176790089994,0.8643416108654137,-0.46858427849124723,0.7383026619601705,0.09209709647196884,-0.27025523468907436,-0.019914320928269617,-0.05436830048709183,0.19296087205123705,-0.180015627056158,0.06442594630174758,0.16990021528670546,-0.05492607568637872,0.08709669131981433,-0.03409126580904631,0.08127761702230213,0.8678355287980737,-0.033447235547334246,0.07871598156677219,0.8686740426498416,-0.03148446678767149,0.06264347197545551,0.8699196903569358,0.061235059685552214,0.6333561236731436,1.0,-0.015409006660462191,-0.2144024656158054,-0.013188033388082254
dow,-0.014667772946233438,-0.014810414157744615,-0.012014917799179787,0.08027993527571375,-0.017798083155594197,0.009208014509216407,0.08414009698764668,-0.048472840906718356,-0.04468450650996502,0.04238705805214989,-0.008736660637445482,0.01687060555291361,0.011041810380440538,0.03602207639191727,0.041112927523014126,0.04219959745079165,-0.03120003783787693,-0.017338068641213546,-0.029631374999058737,0.011380352347251139,-0.0197319660818033,0.0014686755118982655,0.021833816852962647,-0.01876153048111653,-0.019867140214391055,-0.010291684814847372,-0.015409006660462191,1.0,0.009432818952321339,0.007189904137892345
month_sin,-0.33903514774780796,-0.33895869019156294,-0.3393414774371114,0.2965863209283263,-0.36323445742378124,-0.39480244442618423,0.14708266151691626,0.048659246174047335,0.09984381128905705,0.06563687793159337,0.44525484326710696,0.11910285112478139,0.07002374050940216,0.09590684142473616,-0.3838478247739622,0.09512889931041693,-0.36290302169148836,-0.347798013630058,0.08101226103870117,-0.34066809948774374,-0.3532569285307037,0.0763201331618982,-0.2859559896119234,-0.36523822841189335,0.037336127435643296,-0.3301121415015053,-0.2144024656158054,0.009432818952321339,1.0,-0.010698397204479716
month_cos,-0.004443402100535239,0.0022494974940935886,-0.0018987716061648128,-0.15019381765703163,-0.047180572240437146,0.5500259024743475,-0.08846865963485526,-0.0032839845832146417,0.007935580623318833,-0.23339252194486182,-0.056953159644519004,-0.1087888061700905,-0.20632006101371606,0.01723622807039197,0.5518623277759604,0.012840761679334149,0.554591291363017,-0.0004143791160910379,-0.0005248886215873997,0.5582268112459668,0.00032458701878431974,-0.02144661155947429,0.5733176610427851,0.009722536731189915,0.012603953189591403,0.39455684869835295,-0.013188033388082254,0.007189904137892345,-0.010698397204479716,1.0
